wallet,predicted_score,risk_category
User_2573,331.51,High
User_2574,20.0,High
User_2575,40.07,High
User_2576,164.97,High
User_2577,20.0,High
User_2578,312.99,High
User_2579,567.46,Medium
User_2580,1000.0,Low
User_2581,120.7,High
User_2582,158.02,High
User_2583,10.1,High
User_2584,20.0,High
User_2585,91.16,High
User_2586,999.66,Low
User_2587,40.07,High
User_2588,340.3,High
User_2589,20.0,High
User_2590,560.96,Medium
User_2591,814.27,Low
User_2592,673.07,Medium
User_2593,35.85,High
User_2594,40.07,High
User_2595,20.0,High
User_2596,20.0,High
User_2597,20.0,High
User_2598,10.1,High
User_2599,155.96,High
User_2600,37.19,High
User_2601,163.32,High
User_2602,12.07,High
User_2603,20.0,High
User_2604,20.0,High
User_2605,20.0,High
User_2606,31.89,High
User_2607,20.0,High
User_2608,186.19,High
User_2609,20.0,High
User_2610,59.86,High
User_2611,40.07,High
User_2612,16.27,High
User_2613,661.56,Medium
User_2614,20.0,High
User_2615,20.0,High
User_2616,139.35,High
User_2617,10.1,High
User_2618,699.19,Medium
User_2619,248.39,High
User_2620,64.48,High
User_2621,10.1,High
User_2622,20.0,High
User_2623,42.13,High
User_2624,10.1,High
User_2625,999.98,Low
User_2626,37.19,High
User_2627,141.77,High
User_2628,20.0,High
User_2629,29.6,High
User_2630,400.05,Medium
User_2631,25.38,High
User_2632,31.89,High
User_2633,40.28,High
User_2634,94.17,High
User_2635,20.0,High
User_2636,301.04,High
User_2637,691.92,Medium
User_2638,40.07,High
User_2639,40.07,High
User_2640,468.28,Medium
User_2641,37.19,High
User_2642,131.62,High
User_2643,10.1,High
User_2644,20.0,High
User_2645,20.0,High
User_2646,20.0,High
User_2647,20.0,High
User_2648,35.85,High
User_2649,1000.0,Low
User_2650,60.13,High
User_2651,88.22,High
User_2652,40.07,High
User_2653,165.65,High
User_2654,231.75,High
User_2655,999.96,Low
User_2656,84.82,High
User_2657,611.69,Medium
User_2658,20.0,High
User_2659,51.16,High
User_2660,20.0,High
User_2661,999.87,Low
User_2662,38.23,High
User_2663,20.0,High
User_2664,20.0,High
User_2665,250.38,High
User_2666,35.85,High
User_2667,20.0,High
User_2668,655.94,Medium
User_2669,129.5,High
User_2670,85.37,High
User_2671,320.44,High
User_2672,10.1,High
User_2673,49.45,High
User_2674,37.19,High
User_2675,347.56,High
User_2676,29.6,High
User_2677,254.3,High
User_2678,166.2,High
User_2679,20.0,High
User_2680,29.6,High
User_2681,20.0,High
User_2682,40.07,High
User_2683,20.0,High
User_2684,20.0,High
User_2685,132.88,High
User_2686,59.86,High
User_2687,69.26,High
User_2688,20.0,High
User_2689,20.0,High
User_2690,55.97,High
User_2691,20.0,High
User_2692,40.07,High
User_2693,40.07,High
User_2694,10.1,High
User_2695,31.89,High
User_2696,20.0,High
User_2697,20.0,High
User_2698,197.04,High
User_2699,240.64,High
User_2700,20.0,High
User_2701,20.0,High
User_2702,174.36,High
User_2703,20.0,High
User_2704,37.19,High
User_2705,444.06,Medium
User_2706,55.97,High
User_2707,777.55,Low
User_2708,434.12,Medium
User_2709,21.52,High
User_2710,12.07,High
User_2711,29.6,High
User_2712,91.62,High
User_2713,199.83,High
User_2714,20.0,High
User_2715,12.07,High
User_2716,332.92,High
User_2717,20.0,High
User_2718,40.07,High
User_2719,20.0,High
User_2720,20.0,High
User_2721,261.53,High
User_2722,40.07,High
User_2723,43.69,High
User_2724,84.84,High
User_2725,83.8,High
User_2726,128.26,High
User_2727,20.0,High
User_2728,20.0,High
User_2729,20.0,High
User_2730,1.24,High
User_2731,20.0,High
User_2732,705.23,Low
User_2733,20.0,High
User_2734,29.6,High
User_2735,31.89,High
User_2736,40.07,High
User_2737,20.0,High
User_2738,20.0,High
User_2739,232.08,High
User_2740,90.28,High
User_2741,999.68,Low
User_2742,20.0,High
User_2743,28.95,High
User_2744,20.0,High
User_2745,998.34,Low
User_2746,72.95,High
User_2747,10.1,High
User_2748,12.07,High
User_2749,20.0,High
User_2750,216.47,High
User_2751,40.07,High
User_2752,40.07,High
User_2753,184.81,High
User_2754,837.85,Low
User_2755,20.0,High
User_2756,164.06,High
User_2757,148.06,High
User_2758,40.07,High
User_2759,29.6,High
User_2760,37.19,High
User_2761,20.0,High
User_2762,999.98,Low
User_2763,20.0,High
User_2764,20.0,High
User_2765,20.0,High
User_2766,10.1,High
User_2767,143.01,High
User_2768,20.0,High
User_2769,85.37,High
User_2770,37.19,High
User_2771,804.07,Low
User_2772,10.1,High
User_2773,80.39,High
User_2774,20.0,High
User_2775,156.1,High
User_2776,40.07,High
User_2777,37.19,High
User_2778,20.0,High
User_2779,10.1,High
User_2780,371.43,High
User_2781,86.1,High
User_2782,31.89,High
User_2783,20.0,High
User_2784,37.19,High
User_2785,91.17,High
User_2786,20.0,High
User_2787,37.19,High
User_2788,20.0,High
User_2789,675.19,Medium
User_2790,20.0,High
User_2791,20.0,High
User_2792,20.0,High
User_2793,42.13,High
User_2794,1000.0,Low
User_2795,20.0,High
User_2796,20.0,High
User_2797,20.0,High
User_2798,77.5,High
User_2799,20.0,High
User_2800,21.52,High
User_2801,1.15,High
User_2802,1000.0,Low
User_2803,40.07,High
User_2804,20.0,High
User_2805,31.89,High
User_2806,20.0,High
User_2807,20.0,High
User_2808,49.45,High
User_2809,302.56,High
User_2810,40.07,High
User_2811,20.0,High
User_2812,37.19,High
User_2813,461.32,Medium
User_2814,3.12,High
User_2815,1000.0,Low
User_2816,315.43,High
User_2817,20.0,High
User_2818,178.44,High
User_2819,40.07,High
User_2820,20.0,High
User_2821,31.89,High
User_2822,20.0,High
User_2823,292.97,High
User_2824,10.1,High
User_2825,20.0,High
User_2826,250.04,High
User_2827,20.0,High
User_2828,335.93,High
User_2829,60.13,High
User_2830,195.42,High
User_2831,31.89,High
User_2832,40.07,High
User_2833,600.65,Medium
User_2834,175.3,High
User_2835,20.0,High
User_2836,186.11,High
User_2837,31.89,High
User_2838,243.53,High
User_2839,59.86,High
User_2840,168.3,High
User_2841,67.79,High
User_2842,1000.0,Low
User_2843,29.6,High
User_2844,40.07,High
User_2845,31.89,High
User_2846,269.83,High
User_2847,85.33,High
User_2848,20.0,High
User_2849,396.88,High
User_2850,20.0,High
User_2851,20.0,High
User_2852,994.35,Low
User_2853,1000.0,Low
User_2854,999.7,Low
User_2855,20.0,High
User_2856,20.0,High
User_2857,59.86,High
User_2858,105.08,High
User_2859,59.86,High
User_2860,40.07,High
User_2861,12.07,High
User_2862,20.0,High
User_2863,24.1,High
User_2864,345.6,High
User_2865,69.26,High
User_2866,49.95,High
User_2867,999.27,Low
User_2868,20.0,High
User_2869,20.0,High
User_2870,20.0,High
User_2871,10.1,High
User_2872,20.0,High
User_2873,10.1,High
User_2874,999.29,Low
User_2875,37.19,High
User_2876,1000.0,Low
User_2877,10.1,High
User_2878,815.51,Low
User_2879,12.07,High
User_2880,40.07,High
User_2881,10.1,High
User_2882,37.19,High
User_2883,20.0,High
User_2884,31.89,High
User_2885,20.0,High
User_2886,31.89,High
User_2887,12.07,High
User_2888,460.87,Medium
User_2889,20.0,High
User_2890,20.0,High
User_2891,35.85,High
User_2892,999.36,Low
User_2893,188.02,High
User_2894,129.97,High
User_2895,10.1,High
User_2896,31.89,High
User_2897,20.0,High
User_2898,1000.0,Low
User_2899,999.62,Low
User_2900,31.89,High
User_2901,778.56,Low
User_2902,42.78,High
User_2903,10.1,High
User_2904,20.0,High
User_2905,20.0,High
User_2906,218.83,High
User_2907,78.31,High
User_2908,20.0,High
User_2909,999.31,Low
User_2910,40.07,High
User_2911,999.96,Low
User_2912,20.0,High
User_2913,65.42,High
User_2914,20.0,High
User_2915,84.18,High
User_2916,186.99,High
User_2917,31.89,High
User_2918,12.07,High
User_2919,139.17,High
User_2920,20.0,High
User_2921,579.42,Medium
User_2922,20.0,High
User_2923,31.89,High
User_2924,20.0,High
User_2925,40.07,High
User_2926,20.0,High
User_2927,112.31,High
User_2928,49.45,High
User_2929,20.0,High
User_2930,20.0,High
User_2931,49.45,High
User_2932,20.0,High
User_2933,40.07,High
User_2934,55.97,High
User_2935,80.39,High
User_2936,475.75,Medium
User_2937,0.0,High
User_2938,90.28,High
User_2939,20.0,High
User_2940,40.07,High
User_2941,110.97,High
User_2942,20.0,High
User_2943,20.0,High
User_2944,10.1,High
User_2945,20.0,High
User_2946,1000.0,Low
User_2947,324.74,High
User_2948,51.16,High
User_2949,664.29,Medium
User_2950,462.84,Medium
User_2951,216.02,High
User_2952,1000.0,Low
User_2953,69.26,High
User_2954,37.19,High
User_2955,90.03,High
User_2956,79.87,High
User_2957,1000.0,Low
User_2958,940.77,Low
User_2959,40.07,High
User_2960,38.23,High
User_2961,3.59,High
User_2962,24.1,High
User_2963,0.0,High
User_2964,20.0,High
User_2965,49.95,High
User_2966,72.62,High
User_2967,148.06,High
User_2968,120.7,High
User_2969,252.1,High
User_2970,21.75,High
User_2971,12.07,High
User_2972,20.0,High
User_2973,0.0,High
User_2974,1000.0,Low
User_2975,37.19,High
User_2976,126.79,High
User_2977,10.1,High
User_2978,20.0,High
User_2979,116.77,High
User_2980,274.67,High
User_2981,0.0,High
User_2982,20.0,High
User_2983,366.82,High
User_2984,12.07,High
User_2985,469.94,Medium
User_2986,40.07,High
User_2987,192.63,High
User_2988,20.0,High
User_2989,40.07,High
User_2990,20.0,High
User_2991,20.0,High
User_2992,393.4,High
User_2993,31.89,High
User_2994,20.0,High
User_2995,20.0,High
User_2996,10.1,High
User_2997,20.0,High
User_2998,0.0,High
User_2999,467.95,Medium
User_3000,20.0,High
User_3001,20.0,High
User_3002,101.0,High
User_3003,242.74,High
User_3004,161.94,High
User_3005,188.48,High
User_3006,40.07,High
User_3007,227.55,High
User_3008,40.07,High
User_3009,82.22,High
User_3010,31.89,High
User_3011,40.07,High
User_3012,164.06,High
User_3013,20.0,High
User_3014,37.19,High
User_3015,20.0,High
User_3016,20.0,High
User_3017,853.08,Low
User_3018,20.0,High
User_3019,907.65,Low
User_3020,999.9,Low
User_3021,20.0,High
User_3022,359.83,High
User_3023,29.6,High
User_3024,29.6,High
User_3025,20.0,High
User_3026,10.1,High
User_3027,10.1,High
User_3028,20.0,High
User_3029,317.19,High
User_3030,40.07,High
User_3031,54.57,High
User_3032,42.13,High
User_3033,308.73,High
User_3034,20.0,High
User_3035,20.0,High
User_3036,31.89,High
User_3037,20.0,High
User_3038,40.07,High
User_3039,285.99,High
User_3040,20.0,High
User_3041,20.0,High
User_3042,12.07,High
User_3043,20.0,High
User_3044,739.91,Low
User_3045,701.39,Low
User_3046,319.06,High
User_3047,40.07,High
User_3048,20.0,High
User_3049,10.1,High
User_3050,80.39,High
User_3051,280.6,High
User_3052,92.3,High
User_3053,40.07,High
User_3054,60.34,High
User_3055,933.99,Low
User_3056,20.0,High
User_3057,147.12,High
User_3058,120.7,High
User_3059,31.89,High
User_3060,37.19,High
User_3061,313.3,High
User_3062,20.0,High
User_3063,20.0,High
User_3064,250.63,High
User_3065,78.39,High
User_3066,10.1,High
User_3067,20.0,High
User_3068,1000.0,Low
User_3069,37.19,High
User_3070,637.47,Medium
User_3071,12.07,High
User_3072,60.13,High
User_3073,20.0,High
User_3074,10.1,High
User_3075,999.75,Low
User_3076,20.0,High
User_3077,20.0,High
User_3078,20.0,High
User_3079,97.27,High
User_3080,399.38,High
User_3081,2.97,High
User_3082,37.19,High
User_3083,10.1,High
User_3084,999.23,Low
User_3085,747.01,Low
User_3086,40.07,High
User_3087,999.65,Low
User_3088,40.07,High
User_3089,20.0,High
User_3090,20.0,High
User_3091,60.13,High
User_3092,51.16,High
User_3093,10.1,High
User_3094,40.07,High
User_3095,20.0,High
User_3096,40.07,High
User_3097,10.1,High
User_3098,20.0,High
User_3099,20.0,High
User_3100,20.0,High
User_3101,24.1,High
User_3102,567.95,Medium
User_3103,999.93,Low
User_3104,143.81,High
User_3105,354.55,High
User_3106,59.86,High
User_3107,47.61,High
User_3108,298.19,High
User_3109,1000.0,Low
User_3110,999.96,Low
User_3111,41.67,High
User_3112,20.0,High
User_3113,40.07,High
User_3114,20.0,High
User_3115,20.0,High
User_3116,10.1,High
User_3117,37.19,High
User_3118,33.77,High
User_3119,10.1,High
User_3120,20.0,High
User_3121,20.0,High
User_3122,20.0,High
User_3123,20.0,High
User_3124,10.1,High
User_3125,54.23,High
User_3126,59.86,High
User_3127,37.19,High
User_3128,280.12,High
User_3129,20.0,High
User_3130,20.0,High
User_3131,31.89,High
User_3132,259.06,High
User_3133,999.22,Low
User_3134,155.52,High
User_3135,40.07,High
User_3136,468.39,Medium
User_3137,20.0,High
User_3138,31.89,High
User_3139,20.0,High
User_3140,31.89,High
User_3141,140.12,High
User_3142,336.74,High
User_3143,751.82,Low
User_3144,108.2,High
User_3145,20.0,High
User_3146,53.23,High
User_3147,20.0,High
User_3148,21.52,High
User_3149,10.1,High
User_3150,20.0,High
User_3151,40.07,High
User_3152,998.16,Low
User_3153,526.06,Medium
User_3154,40.07,High
User_3155,12.07,High
User_3156,35.85,High
User_3157,229.27,High
User_3158,10.1,High
User_3159,20.0,High
User_3160,40.07,High
User_3161,20.0,High
User_3162,29.6,High
User_3163,268.71,High
User_3164,72.95,High
User_3165,20.0,High
User_3166,40.07,High
User_3167,875.97,Low
User_3168,20.0,High
User_3169,98.66,High
User_3170,191.7,High
User_3171,40.07,High
User_3172,40.07,High
User_3173,20.0,High
User_3174,998.7,Low
User_3175,262.08,High
User_3176,201.37,High
User_3177,37.19,High
User_3178,20.0,High
User_3179,1000.0,Low
User_3180,94.17,High
User_3181,345.36,High
User_3182,184.08,High
User_3183,20.0,High
User_3184,41.74,High
User_3185,20.0,High
User_3186,114.41,High
User_3187,674.19,Medium
User_3188,149.11,High
User_3189,111.57,High
User_3190,25.38,High
User_3191,59.86,High
User_3192,20.0,High
User_3193,12.07,High
User_3194,20.0,High
User_3195,429.87,Medium
User_3196,865.07,Low
User_3197,230.1,High
User_3198,318.78,High
User_3199,40.07,High
User_3200,999.8,Low
User_3201,156.1,High
User_3202,20.0,High
User_3203,54.57,High
User_3204,20.0,High
User_3205,40.15,High
User_3206,40.07,High
User_3207,20.0,High
User_3208,20.0,High
User_3209,40.07,High
User_3210,20.0,High
User_3211,46.85,High
User_3212,73.04,High
User_3213,31.89,High
User_3214,623.08,Medium
User_3215,1000.0,Low
User_3216,16.19,High
User_3217,127.5,High
User_3218,20.0,High
User_3219,239.13,High
User_3220,0.42,High
User_3221,80.39,High
User_3222,20.0,High
User_3223,40.07,High
User_3224,67.79,High
User_3225,40.07,High
User_3226,40.07,High
User_3227,56.06,High
User_3228,20.0,High
User_3229,113.5,High
User_3230,112.57,High
User_3231,24.46,High
User_3232,40.07,High
User_3233,40.07,High
User_3234,20.0,High
User_3235,1000.0,Low
User_3236,20.0,High
User_3237,139.17,High
User_3238,174.57,High
User_3239,111.57,High
User_3240,20.0,High
User_3241,59.86,High
User_3242,40.07,High
User_3243,20.0,High
User_3244,119.29,High
User_3245,20.0,High
User_3246,335.88,High
User_3247,113.37,High
User_3248,51.16,High
User_3249,164.31,High
User_3250,107.06,High
User_3251,291.31,High
User_3252,40.07,High
User_3253,1000.0,Low
User_3254,379.01,High
User_3255,20.0,High
User_3256,40.07,High
User_3257,20.0,High
User_3258,95.17,High
User_3259,40.07,High
User_3260,311.29,High
User_3261,51.16,High
User_3262,408.65,Medium
User_3263,335.75,High
User_3264,20.0,High
User_3265,20.0,High
User_3266,373.55,High
User_3267,606.48,Medium
User_3268,47.61,High
User_3269,20.0,High
User_3270,1000.0,Low
User_3271,12.07,High
User_3272,10.1,High
User_3273,999.8,Low
User_3274,294.58,High
User_3275,20.0,High
User_3276,20.0,High
User_3277,1000.0,Low
User_3278,20.0,High
User_3279,78.39,High
User_3280,97.38,High
User_3281,20.0,High
User_3282,755.9,Low
User_3283,228.57,High
User_3284,10.1,High
User_3285,2.09,High
User_3286,434.98,Medium
User_3287,40.07,High
User_3288,28.97,High
User_3289,172.03,High
User_3290,40.07,High
User_3291,31.89,High
User_3292,51.16,High
User_3293,122.99,High
User_3294,486.18,Medium
User_3295,20.0,High
User_3296,49.45,High
User_3297,40.07,High
User_3298,20.0,High
User_3299,999.72,Low
User_3300,20.0,High
User_3301,20.0,High
User_3302,20.0,High
User_3303,179.29,High
User_3304,386.07,High
User_3305,20.0,High
User_3306,31.89,High
User_3307,20.0,High
User_3308,10.1,High
User_3309,20.0,High
User_3310,131.09,High
User_3311,54.57,High
User_3312,20.0,High
User_3313,387.73,High
User_3314,80.39,High
User_3315,40.07,High
User_3316,20.0,High
User_3317,20.0,High
User_3318,104.54,High
User_3319,42.13,High
User_3320,20.0,High
User_3321,98.68,High
User_3322,20.0,High
User_3323,999.62,Low
User_3324,988.18,Low
User_3325,201.23,High
User_3326,20.0,High
User_3327,10.1,High
User_3328,29.6,High
User_3329,40.07,High
User_3330,10.1,High
User_3331,35.85,High
User_3332,31.89,High
User_3333,59.86,High
User_3334,20.0,High
User_3335,184.95,High
User_3336,20.0,High
User_3337,10.1,High
User_3338,40.07,High
User_3339,31.89,High
User_3340,40.07,High
User_3341,31.89,High
User_3342,87.51,High
User_3343,59.86,High
User_3344,111.43,High
User_3345,10.1,High
User_3346,40.07,High
User_3347,222.33,High
User_3348,1000.0,Low
User_3349,1000.0,Low
User_3350,73.04,High
User_3351,42.78,High
User_3352,20.0,High
User_3353,40.07,High
User_3354,233.05,High
User_3355,20.0,High
User_3356,40.07,High
User_3357,20.0,High
User_3358,35.85,High
User_3359,73.48,High
User_3360,254.12,High
User_3361,16.19,High
User_3362,40.07,High
User_3363,617.84,Medium
User_3364,79.35,High
User_3365,897.05,Low
User_3366,60.13,High
User_3367,20.0,High
User_3368,24.1,High
User_3369,168.54,High
User_3370,20.0,High
User_3371,740.43,Low
User_3372,1000.0,Low
User_3373,21.52,High
User_3374,123.85,High
User_3375,603.38,Medium
User_3376,51.16,High
User_3377,40.07,High
User_3378,40.07,High
User_3379,12.07,High
User_3380,12.07,High
User_3381,91.17,High
User_3382,999.76,Low
User_3383,271.47,High
User_3384,20.0,High
User_3385,20.0,High
User_3386,20.0,High
User_3387,40.07,High
User_3388,38.23,High
User_3389,1000.0,Low
User_3390,930.62,Low
User_3391,20.0,High
User_3392,20.0,High
User_3393,20.0,High
User_3394,20.0,High
User_3395,824.12,Low
User_3396,211.55,High
User_3397,273.24,High
User_3398,40.07,High
User_3399,999.96,Low
User_3400,999.89,Low
User_3401,153.93,High
User_3402,10.1,High
User_3403,31.89,High
User_3404,106.28,High
User_3405,20.0,High
User_3406,1000.0,Low
User_3407,124.19,High
User_3408,938.94,Low
User_3409,1000.0,Low
User_3410,119.83,High
User_3411,40.07,High
User_3412,749.44,Low
User_3413,40.07,High
User_3414,999.26,Low
User_3415,184.95,High
User_3416,20.0,High
User_3417,69.26,High
User_3418,40.07,High
User_3419,81.71,High
User_3420,20.0,High
User_3421,20.0,High
User_3422,20.0,High
User_3423,20.0,High
User_3424,40.07,High
User_3425,40.07,High
User_3426,20.0,High
User_3427,527.11,Medium
User_3428,406.64,Medium
User_3429,328.18,High
User_3430,563.99,Medium
User_3431,20.0,High
User_3432,31.89,High
User_3433,40.07,High
User_3434,73.48,High
User_3435,257.05,High
User_3436,20.0,High
User_3437,20.0,High
User_3438,40.07,High
User_3439,12.07,High
User_3440,40.07,High
User_3441,20.0,High
User_3442,947.82,Low
User_3443,999.84,Low
User_3444,20.0,High
User_3445,1000.0,Low
User_3446,59.86,High
User_3447,261.99,High
User_3448,165.65,High
User_3449,242.77,High
User_3450,31.89,High
User_3451,64.48,High
User_3452,174.78,High
User_3453,203.05,High
User_3454,80.39,High
User_3455,20.0,High
User_3456,20.0,High
User_3457,547.94,Medium
User_3458,20.0,High
User_3459,91.62,High
User_3460,0.15,High
User_3461,872.78,Low
User_3462,20.0,High
User_3463,59.86,High
User_3464,20.0,High
User_3465,109.23,High
User_3466,24.1,High
User_3467,10.1,High
User_3468,154.42,High
User_3469,59.86,High
User_3470,67.69,High
User_3471,51.16,High
User_3472,82.9,High
User_3473,31.89,High
User_3474,10.1,High
User_3475,105.08,High
User_3476,20.0,High
User_3477,21.75,High
User_3478,20.0,High
User_3479,40.07,High
User_3480,20.0,High
User_3481,1000.0,Low
User_3482,0.08,High
User_3483,341.57,High
User_3484,10.1,High
User_3485,123.85,High
User_3486,37.19,High
User_3487,271.99,High
User_3488,40.42,High
User_3489,76.28,High
User_3490,20.0,High
User_3491,20.0,High
User_3492,20.0,High
User_3493,20.0,High
User_3494,93.98,High
User_3495,69.59,High
User_3496,339.85,High
User_3497,1000.0,Low
